Setor,Data Aquisição,Tipo Equipamento,Valor,Garantia
UNIDADE DE TERAPIA INTENSIVA NEONATAL,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,21/05/2013,CAMA ELETRICA,8690,NÃO
UNIDADE DE ANATOMIA PATOLOGICA,22/02/1991,MICROSCOPIO LAB,"0,01",NÃO
RESSONANCIA MAGNETICA,21/05/2013,CAMA ELETRICA,8690,NÃO
RESSONANCIA MAGNETICA,21/05/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,21/05/2013,CAMA ELETRICA,8690,NÃO
GERÊNCIA DE PRONTO SOCORRO,26/11/2013,LAMPADA FENDA,15000,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,29/09/2009,AUTOCLAVE,8200,NÃO
CENTRO OBSTETRICO,31/01/2012,BERCO AQUECIDO,11249,NÃO
LABORATÓRIO DE PATOLOGIA,16/08/2012,INCUBADORA,4947,NÃO
AMBULATORIO CENTRAL,14/07/2014,ESFIGMOMANOMETRO ANEROIDE,300,NÃO
SETOR DE TRANSPLANTES,21/03/2007,OSMOSE REVERSA,14900,NÃO
AMBULATORIO GINECOLOGIA E OBSTETRICIA,01/01/2004,DETECTOR FETAL US CORACAO,380,NÃO
PLASTICA E QUEIMADOS,17/12/2003,ASPIRADOR CIRURGICO,"3044,92",NÃO
CENTRO CIRURGICO,28/03/2016,BOMBA INFUSAO SERINGA,"2258,87",NÃO
AMBULATÓRIO DE PEDIATRIA,05/08/2010,MONITOR MULTIPARAMETRICO,30428,NÃO
FARMÁCIA CENTRAL,01/10/2007,SELADOR PACOTE,600,NÃO
CLINICA MEDICA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
CLINICA MEDICA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
CLINICA MEDICA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
CLINICA MEDICA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
CLINICA MEDICA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PLASTICA E QUEIMADOS,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PLASTICA E QUEIMADOS,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PLASTICA E QUEIMADOS,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PLASTICA E QUEIMADOS,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PRONTO SOCORRO,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PRONTO SOCORRO,01/09/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
GERÊNCIA DE PRONTO SOCORRO,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
CLINICA MÉDICA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,0,NÃO
BIOENGENHARIA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PRONTO SOCORRO,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PRONTO SOCORRO,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
GERENCIA DE PRONTO SOCORRO,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PRONTO SOCORRO,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,03/08/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,11/11/2011,ESFIGMOMANOMETRO ANEROIDE,0,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,08/02/1982,INCUBADORA,750,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,25/04/1977,INCUBADORA,3897,NÃO
RESSONANCIA MAGNETICA,03/11/2016,MONITOR MULTIPARAMETRICO,169000,NÃO
CENTRO DE MATERIAIS E ESTERILIZAÇÃO,08/12/2016,LAVADORA US,68000,NÃO
CENTRO CIRURGICO,08/12/2016,LAVADORA US,68000,NÃO
ULTRASSONOGRAFIA,10/01/2017,ULTRASSOM,160000,NÃO
AMBULATORIO CENTRAL,13/06/2012,ESTIMULADOR ACUSTICO,2000,NÃO
OSMOSE REVERSA FIXA,30/01/2004,OSMOSE REVERSA,56000,NÃO
LABORATÓRIO DE ANÁLISES CLÍNICAS,24/10/2016,CENTRIFUGA B B V,6300,NÃO
AMBULATÓRIO CENTRAL,11/11/2011,ESFIGMOMANOMETRO ANEROIDE,0,NÃO
AMBULATORIO CENTRAL,06/02/2015,ESFIGMOMANOMETRO ANEROIDE,50,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIATRICA,12/04/2015,ESFIGMOMANOMETRO ANEROIDE,"46,41",NÃO
RADIOTERAPIA,16/04/1999,MEDIDOR INSPECAO RADIACAO GEIGER-MULLER,1000,NÃO
AGENCIA TRANSFUSIONAL,29/11/2006,BALANCA ELETRONICA PRECISAO,2190,NÃO
FUNCAO RESPIRATORIA,30/03/2017,CICLO ERGOMETRO,65000,NÃO
CENTRO OBSTETRICO,09/10/2012,BALANCA PACIENTE INFANTIL ELETRONICA,596,NÃO
UNIDADE DE ANATOMIA PATOLOGICA,15/05/2014,MEDIDOR PH,1852,NÃO
UNIDADE DE ANATOMIA PATOLOGICA,21/08/2012,MICROTOMO ROTATIVO,48300,NÃO
UTI ADULTO,01/01/2004,MOD PRESSAO INVASIVA,0,NÃO
ENDOSCOPIA,12/02/2007,GRAVADOR ELETRONICO PH,8490,NÃO
SETOR DE FARMÁCIA CLÍNICA - FARMÁCIA CENTRAL,17/05/2017,SELADOR PACOTE,1000,NÃO
FARMÁCIA - UTI ADULTO,17/05/2017,SELADOR PACOTE,1000,NÃO
FARMÁCIA PRONTO SOCORRO,17/05/2017,SELADOR PACOTE,1000,NÃO
CIRURGICA 2,15/02/2016,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PRONTO SOCORRO,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PRONTO SOCORRO,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
GERENCIA DE PRONTO SOCORRO,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PRONTO SOCORRO,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
GERENCIA DE PRONTO SOCORRO,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PRONTO SOCORRO,18/04/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
AMBULATÓRIO DE PEDIATRIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,03/07/2003,INCUBADORA RN TRANSPORTE,44300,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
HEMODINÂMICA SUBSOLO,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
HEMODINAMICA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
RADIOLOGIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
MATERNIDADE,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
QUEIMADOS,12/02/2010,BALANCA PACIENTE PLATAFORMA ELETRONICA,"1325,99",NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,12/02/2010,BALANCA PACIENTE PLATAFORMA ELETRONICA,"1325,99",NÃO
CIRURGICA 02,12/02/2010,BALANCA PACIENTE PLATAFORMA ELETRONICA,"1325,99",NÃO
MOLESTIAS INFECCIOSAS,12/02/2010,BALANCA PACIENTE PLATAFORMA ELETRONICA,"1325,99",NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRIC,09/05/2017,DESFIBRILADOR-CARDIOVERSOR,31100,NÃO
MATERNIDADE,09/05/2017,DESFIBRILADOR-CARDIOVERSOR,31100,NÃO
CIRURGICA 01,09/05/2017,DESFIBRILADOR-CARDIOVERSOR,31100,NÃO
CLÍNICA MÉDICA,25/05/2017,DESFIBRILADOR-CARDIOVERSOR,3110000,NÃO
CLÍNICA MÉDICA,25/05/2017,DESFIBRILADOR-CARDIOVERSOR,3110000,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
BIOENGENHARIA,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PLASTICA E QUEIMADOS,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PLASTICA E QUEIMADOS,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PLASTICA E QUEIMADOS,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
PLASTICA E QUEIMADOS,31/03/2017,ESFIGMOMANOMETRO ANEROIDE,940,NÃO
CENTRO CIRURGICO,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CENTRO CIRURGICO,09/05/2017,DESFIBRILADOR-CARDIOVERSOR,31100,NÃO
UTI PEDIATRICA,09/05/2017,DESFIBRILADOR-CARDIOVERSOR,31100,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,09/05/2017,DESFIBRILADOR-CARDIOVERSOR,31100,NÃO
CIRURGICA 05,09/05/2017,DESFIBRILADOR-CARDIOVERSOR,31100,NÃO
AMBULATORIO CENTRAL,09/05/2017,DESFIBRILADOR-CARDIOVERSOR,31100,NÃO
LACTARIO,15/06/2017,AUTOCLAVE GRANDE PORTE,269000,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,19/04/2017,CENTRIFUGA B B V,3550,NÃO
BANCO DE LEITE,09/02/2017,BOMBA ORDENHA,7344,NÃO
AMBULATORIO CENTRAL,12/04/2013,INTERFACE DADOS,3381,NÃO
CLINICA MEDICA,06/03/2023,MONITOR MULTIPARAMETRICO,7700,SIM
UTI PEDIATRICA,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
UTI PEDIATRICA,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIATRICA,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
UTI PEDIATRICA,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIATRICA,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
NEFROLOGIA,17/07/2017,UNI HEMODIALISE,54500,NÃO
AGENCIA TRANSFUSIONAL,02/09/2014,BANHO MARIA DESCONGELAMENTO,23250,NÃO
PRONTO SOCORRO,26/08/2011,MARCA-PASSO CARDIACO-ELETRODO INVASIVO,11880,NÃO
CENTRO CIRÚRGICO,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CENTRO CIRURGICO,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CENTRO CIRURGICO,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CENTRO CIRÚRGICO,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
UTI CORONARIANA,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CENTRO CIRURGICO,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CENTRO CIRURGICO,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CENTRO CIRURGICO,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CENTRO CIRURGICO,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CENTRO CIRURGICO,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CENTRO CIRÚRGICO,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CENTRO CIRURGICO,09/05/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
GERÊNCIA DE PRONTO SOCORRO,03/05/2017,MONITOR MULTIPARAMETRICO,24500,NÃO
CLINICA MEDICA,07/11/2005,OXIMETRO PULSO,3800,NÃO
GERÊNCIA DE PRONTO SOCORRO,03/05/2017,MONITOR MULTIPARAMETRICO,24500,NÃO
PRONTO SOCORRO,03/05/2017,MONITOR MULTIPARAMETRICO,24500,NÃO
AMBULATORIO CENTRAL,22/05/2009,MICROSCOPIO LAB,"39919,01",NÃO
CENTRO CIRURGICO,01/04/2015,ASPIRADOR/IRRIGADOR LAPAROSCOPIA,"45504,64",NÃO
AMBULATORIO GINECOLOGIA E OBSTETRICIA,05/10/2017,DETECTOR FETAL US CORACAO,1100,NÃO
GERENCIA DE PRONTO SOCORRO,03/05/2017,MONITOR MULTIPARAMETRICO,24500,NÃO
UNIDADE DE ANATOMIA PATOLOGICA,20/02/2017,DISPENSADOR PARAFINA,3220,NÃO
RADIOTERAPIA,01/01/2004,MONITOR MULTIPARAMETRICO,30000,NÃO
UTI ADULTO,01/11/2010,UMIDIFICADOR AQUECEDOR,0,NÃO
PRONTO SOCORRO,02/09/2014,SERRA GESSO ELETRICA,"1850,67",NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,21/11/1988,ESTEREOMICROSCOPIO,"46488,61",NÃO
UTI ADULTO - UNID 3,09/01/2017,OXIMETRO PULSO,2500,NÃO
RADIOLOGIA,17/01/2012,DESFIBRILADOR-CARDIOVERSOR,21000,NÃO
MATERNIDADE,18/03/2014,RADIOMETRO FOTOTERAPIA,2240,NÃO
CIRURGICA 2,14/02/2004,MONITOR MULTIPARAMETRICO,"23584,02",NÃO
UTI ADULTO,11/11/2011,MOD CO2 EXALADO,0,NÃO
UTI ADULTO,19/09/2017,MONITOR MULTIPARAMETRICO,24500,NÃO
CENTRO OBSTÉTRICO,10/03/2004,MONITOR MULTIPARAMETRICO,22500,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,24/10/2016,CENTRIFUGA B B V,6300,NÃO
CENTRO CIRURGICO,10/03/2004,MOD PRESSAO INVASIVA,0,NÃO
PSIQUIATRIA,13/11/2013,CAMA ELETRICA,8690,NÃO
CIRURGICA 01,13/11/2013,CAMA ELETRICA,8690,NÃO
CENTRO CIRURGICO,04/09/2017,UNI ANESTESIA,94000,NÃO
CENTRO CIRURGICO,04/09/2017,UNI ANESTESIA,94000,NÃO
GINECOLOGIA E OBSTETRICIA ALTO RISCO,12/01/2018,CARDIOTOCOGRAFO,20900,NÃO
UTI ADULTO,19/09/2017,MONITOR MULTIPARAMETRICO,24500,NÃO
MATERIAIS E ESTERILIZACAO,26/02/2016,OSMOSE REVERSA,0,NÃO
PRONTO SOCORRO,19/09/2017,MONITOR MULTIPARAMETRICO,24500,NÃO
AMBULATORIO TRAUMATOLOGIA,10/09/2010,OXIMETRO PULSO,2100,NÃO
UNIDADE DE SAUDE DA MULHER,19/02/2018,DETECTOR FETAL US CORACAO,768,NÃO
CENTRO OBSTÉTRICO,04/09/2017,UNI ANESTESIA,94000,NÃO
CENTRO OBSTETRICO,04/09/2017,UNI ANESTESIA,94000,NÃO
UTI ADULTO,09/01/2017,OXIMETRO PULSO,2500,NÃO
MATERNIDADE,11/11/2011,DETECTOR FETAL US CORACAO,0,NÃO
UTI ADULTO,19/09/2017,MONITOR MULTIPARAMETRICO,24500,NÃO
PRONTO SOCORRO,01/01/2004,MOD PRESSAO INVASIVA,0,NÃO
UNIDADE DE ANATOMIA PATOLOGICA,09/07/2018,NOBREAK,449,NÃO
CENTRO OBSTETRICO,29/10/2017,MESA CIRURGICA,44000,NÃO
CENTRO OBSTETRICO,30/10/2017,MESA CIRURGICA,44000,NÃO
CENTRO OBSTÉTRICO,30/10/2017,MESA CIRURGICA,44000,NÃO
CENTRO OBSTÉTRICO,30/10/2017,MESA CIRURGICA,44000,NÃO
CENTRO CIRURGICO,23/03/2016,BOMBA INFUSAO SERINGA,"8315,36",NÃO
CIRURGICA 2,13/11/2013,CAMA ELETRICA,8690,NÃO
GERENCIA DE PRONTO SOCORRO,29/08/2010,MONITOR MULTIPARAMETRICO,30428,NÃO
AMBULATORIO CENTRAL,08/02/2018,COLUNA OFTALMOLOGICA,3900,NÃO
PRONTO SOCORRO DE GINECOLOGIA E OBSTETRICIA,05/10/2017,DETECTOR FETAL US CORACAO,1100,NÃO
NEFROLOGIA,17/05/2018,REPROCESSADOR DIALISADOR,25300,NÃO
NEFROLOGIA,17/05/2018,REPROCESSADOR DIALISADOR,25300,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,02/06/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,03/05/2017,MONITOR MULTIPARAMETRICO,24500,NÃO
AMBULATORIO CENTRAL,07/02/2018,LAMPADA FENDA,41920,NÃO
GERENCIA DE PRONTO SOCORRO - D.E,12/06/2013,CAMA ELETRICA,8690,NÃO
TRANSPLANTES,28/05/2014,OSMOSE REVERSA,41600,NÃO
UTI ADULTO,11/11/2011,MOD PRESSAO INVASIVA,0,NÃO
ENDOSCOPIA,27/12/2017,VIDEO GASTROSCOPIO,"34201,2",NÃO
CIRURGICA 2,12/06/2013,CAMA ELETRICA,8690,NÃO
CENTRO CIRURGICO,11/02/2014,BALANCA ELETRONICA,"781,74",NÃO
PRONTO SOCORRO DE GINECOLOGIA E OBSTETRICIA,21/12/2017,CARDIOTOCOGRAFO,20900,NÃO
UTI ADULTO,03/05/2017,MONITOR MULTIPARAMETRICO,24500,NÃO
AMBULATÓRIO DE GINECOLOGIA OBSTETRÍCIA,06/02/2018,DETECTOR FETAL US CORACAO,768,NÃO
UTI ADULTO,03/05/2017,MONITOR MULTIPARAMETRICO,24500,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,02/06/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CENTRO CIRÚRGICO,09/11/2018,CONSOLE-PAINEL COMANDO,"111436,29",NÃO
UNIDADE DE ONCOLOGIA,11/01/2019,SIS DIGITALIZACAO IMAGEM RADIOGRAFIA,200110,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,07/05/2013,CAMA ELETRICA,8690,NÃO
UTI ADULTO,03/05/2017,MONITOR MULTIPARAMETRICO,24500,NÃO
CENTRO OBSTETRICO,06/02/2018,DETECTOR FETAL US CORACAO,768,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,02/06/2017,MONITOR MULTIPARAMETRICO,33000,NÃO
CARDIOLOGIA,10/11/2017,MAPEADOR REGISTRO PROLONGADO ECG,"6097,32",NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,22/02/2017,CENTRIFUGA B B V REFRIGERADA,47974,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,INCUBADORA RN MOVEL,39927,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,INCUBADORA RN MOVEL,39927,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,INCUBADORA RN MOVEL,39927,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,INCUBADORA RN MOVEL,39927,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,INCUBADORA RN MOVEL,39927,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,INCUBADORA RN MOVEL,39927,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,INCUBADORA RN MOVEL,39927,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,INCUBADORA RN MOVEL,39927,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,INCUBADORA RN MOVEL,39927,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,INCUBADORA RN MOVEL,39927,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,INCUBADORA RN MOVEL,79791,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,BERCO AQUECIDO,20294,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,BERCO AQUECIDO,20294,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,BERCO AQUECIDO,20294,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,19/09/2013,FOTOTERAPIA HIPERBILIRRUBINEMIA,6982,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,FOTOTERAPIA HIPERBILIRRUBINEMIA,5795,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,FOTOTERAPIA HIPERBILIRRUBINEMIA,5795,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,FOTOTERAPIA HIPERBILIRRUBINEMIA,5795,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,FOTOTERAPIA HIPERBILIRRUBINEMIA,5795,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,FOTOTERAPIA HIPERBILIRRUBINEMIA,5795,NÃO
UTI NEO,07/02/2019,FOTOTERAPIA HIPERBILIRRUBINEMIA,5795,NÃO
UTI NEO,07/02/2019,FOTOTERAPIA HIPERBILIRRUBINEMIA,5795,NÃO
UTI NEO,07/02/2019,FOTOTERAPIA HIPERBILIRRUBINEMIA,5795,NÃO
CENTRO OBSTÉTRICO,07/02/2019,REANIMADOR PULMONAR PNEUMATICO,1559,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,REANIMADOR PULMONAR PNEUMATICO,1559,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/02/2019,VENTILADOR UTI,51200,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/02/2019,UMIDIFICADOR AQUECEDOR,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/02/2019,VENTILADOR UTI,51200,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/02/2019,UMIDIFICADOR AQUECEDOR,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/02/2019,VENTILADOR UTI,51200,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/02/2019,UMIDIFICADOR AQUECEDOR,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/02/2019,VENTILADOR UTI,51200,NÃO
ENFERMARIA DA PEDIATRIA,11/02/2019,VENTILADOR UTI,51200,NÃO
UTI PEDIATRICA,17/04/2023,MOD CO2 EXALADO,3340,SIM
UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/02/2019,UMIDIFICADOR AQUECEDOR,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,08/01/2019,BALANCA PACIENTE INFANTIL ELETRONICA,"623,57",NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,08/01/2019,BALANCA PACIENTE INFANTIL ELETRONICA,"623,57",NÃO
PRONTO SOCORRO,11/11/2011,ESFIGMOMANOMETRO ANEROIDE,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,08/01/2019,BALANCA PACIENTE INFANTIL ELETRONICA,"623,57",NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,21/01/2019,BALANCA PACIENTE INFANTIL ELETRONICA,"798,89",NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,21/01/2019,BALANCA PACIENTE PLATAFORMA MECANICA,"798,89",NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,23/01/2019,OXIMETRO PULSO,1690,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,23/01/2019,OXIMETRO PULSO,1690,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,04/02/2019,OXIMETRO PULSO,1690,NÃO
MATERNIDADE,22/01/2019,BILIRRUBINOMETRO,21000,NÃO
AMBULATORIO CREDESH,06/12/2016,REAL TIME PCR,62299,NÃO
CENTRO CIRURGICO,01/01/2004,MOD PRESSAO INVASIVA,0,NÃO
AGENCIA TRANSFUSIONAL,05/04/2011,LEITOR CODIGO BARRAS,1380,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,16/04/2018,AGITADOR LAB,690,NÃO
CENTRO CIRURGICO,12/12/2012,FONTE LUZ FIBRA OPTICA ENDOSCOPIO FLEXIVEL,70061,NÃO
