Número de Série,Tipo Equipamento,Marca,Modelo,Sigla US,Órgão,Grupo,Localização,Data Aquisição,Valor,Próprio,Garantia,Parecer Desativação,Desativado,Baixado,Aprovado,Permitir O.S,Crítico
20120136338,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROMECANICA,TRANSPLANTES,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120136288,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROMECANICA,TRANSPLANTES,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120135281,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROMECANICA,TRANSPLANTES,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120135282,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROMECANICA,TRANSPLANTES,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120136290,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE SISTEMA NEUROLÓGICO,DEL - ELETROMECANICA,ELETROENCEFALOGRAFIA,08/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17813,ASPIRADOR CIRURGICO,FANEM,089-R-2-D-2,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,11/09/2013,2900,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17812,ASPIRADOR CIRURGICO,FANEM,089-R-2-D-2,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,CENTRO OBSTÉTRICO,11/09/2013,2900,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17810,ASPIRADOR CIRURGICO,FANEM,089-R-2-D-2,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,CENTRO OBSTÉTRICO,11/09/2013,2900,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17814,ASPIRADOR CIRURGICO,FANEM,089-R-2-D-2,HC,UNIDADE DO SISTEMA DIGESTIVO,DEL - ELETROELETRONICA,ENDOSCOPIA,11/09/2013,2900,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17811,ASPIRADOR CIRURGICO,FANEM,089-R-2-D-2,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRURGICO,11/09/2013,2900,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17879,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON-3006,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UTI NEO,11/09/2013,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17875,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON-3006-BTP,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/09/2013,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17876,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON-3006-BTP,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UTI NEO,11/09/2013,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17868,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON-3006-BTP,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/09/2013,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17877,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON-3006,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,MATERNIDADE,11/09/2013,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17871,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON-3006-BTP,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UTI NEO,11/09/2013,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17878,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON-3006-BTP,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UTI NEONATAL,11/09/2013,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17874,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON-3006-BTP,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UTI NEO,11/09/2013,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17872,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON-3006-BTP,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,11/09/2013,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17873,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON-3006,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UTI NEO,11/09/2013,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
GAJ17869,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON-3006-BTP,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UTI NEO,09/09/2013,3300,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
060604061,OXIMETRO PULSO,DIXTAL,DX-2405,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERENCIA DE PRONTO SOCORRO,22/06/2003,"6401,38",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
17561,BALANCA ELETRONICA,DIGITRON,UL-500,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 2,05/03/2007,2790,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
2592/01,BALANCA PACIENTE PLATAFORMA ELETRONICA,FILIZOLA,PL-180,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,NEFROLOGIA,15/10/2001,"876,28",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
JAP069790,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON SKY-5006,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,07/02/2019,5795,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
YAJ17688,FOTOTERAPIA HIPERBILIRRUBINEMIA,FANEM,BILITRON SKY-5006,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,17/09/2013,6982,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123588,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROMECANICA,UNIDADE DE TERAPIA INTENSIVA GERAL,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123589,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,15/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122345,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - ELETROMECANICA,CLINICA MEDICA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123619,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROMECANICA,GERÊNCIA DE PRONTO SOCORRO,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122344,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROMECANICA,UNIDADE DE TERAPIA INTENSIVA GERAL,15/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123620,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROMECANICA,SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122330,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE SAÚDE MENTAL,DEL - ELETROMECANICA,PSIQUIATRIA,13/11/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122329,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,CIRURGICA 01,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120127538,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROMECANICA,CIRURGICA 01,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120127539,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,CIRURGICA 01,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120127536,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - ELETROMECANICA,CLINICA MEDICA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120127537,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROMECANICA,CIRURGICA 01,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120127599,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123699,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122438,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - ELETROMECANICA,MOLÉSTIAS INFECCIOSAS,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123712,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123667,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122437,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120068139,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120136334,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122352,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120068138,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,13/11/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123677,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROMECANICA,GERENCIA DE PRONTO SOCORRO,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123690,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,13/11/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120127618,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
9L12982,MICROSCOPIO LAB FLUORESCENCIA,OLYMPUS,BX-60-F-5,HC,UNIDADE DE ANATOMIA PATOLÓGICA,DEL - ELETROELETRONICA,UNIDADE DE ANATOMIA PATOLOGICA,25/04/2000,"20896,04",SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122463,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123778,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120136038,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122350,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122351,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123700,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROELETRONICA,UNIDADE DE ONCOLOGIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123711,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROMECANICA,SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120068123,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,UNIDADE DE ONCOLOGIA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123689,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123658,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123665,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERENCIA DE PRONTO SOCORRO,13/11/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120136035,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122462,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120136333,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120136046,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120136059,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122355,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120068122,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,ENFERMARIA DE PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123664,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123676,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123666,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120127600,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123735,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120127617,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,15/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123659,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123736,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROMECANICA,ENFERMARIA DA PEDIATRIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123777,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROMECANICA,QUIMIOTERAPIA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
HAI02405,REANIMADOR PULMONAR PNEUMATICO,FANEM,BABYPUFF-1020,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,CENTRO OBSTÉTRICO ,08/05/2013,1398,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
ASAC-0001,UNI ANESTESIA,DRAGER,FABIUS PLUS,HC,UNIDADE DE ONCOLOGIA,DEL - ELETROELETRONICA,ONCOLOGIA,18/12/2013,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,SIM
I320020903516,VENTILADOR UTI,INTERMED,INTER-3,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,24/12/2002,11309,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
450706038,LEITORA MICROPLACA,THERMO PLATE,TP READER,HC,CENTRO DE REFERÊNCIA NACIONAL EM HANSENÍASE E DERMATOLOGIA SANITÁRIA,DEL - ELETROELETRONICA,CREDESH,25/01/2007,17900,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
111307558,MONITOR MULTIPARAMETRICO,DIXTAL,DX-2020,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRÚRGICO,24/03/2011,48600,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
37872,BALANCA PACIENTE INFANTIL ELETRONICA,WELMY,109-E,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,17/07/2013,650,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120065982,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROMECANICA,GERENCIA DE PRONTO SOCORRO,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122378,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROMECANICA,GERÊNCIA DE PRONTO SOCORRO,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122377,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE SAÚDE MENTAL,DEL - ELETROMECANICA,PSIQUIATRIA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123630,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE SAÚDE MENTAL,DEL - ELETROMECANICA,PSIQUIATRIA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123631,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE GESTÃO DA PESQUISA,DEL - ELETROMECANICA,UNIDADE DE GESTÃO DA PESQUISA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120044265,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA ADULTO,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120044266,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - ELETROMECANICA,CLINICA MEDICA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123708,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROMECANICA,GERENCIA DE PRONTO SOCORRO - D.E,21/05/2013,8690,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123597,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROMECANICA,SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123600,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE GESTÃO DA PESQUISA,DEL - ELETROMECANICA,UNIDADE DE GESTÃO DA PESQUISA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122370,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROMECANICA,CIRURGICA 05,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120122347,CAMA ELETRICA,LINET,ELEGANZA SMART,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - ELETROMECANICA,CLINICA MEDICA,16/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
20120123596,ESFIGMOMANOMETRO ANEROIDE,RIESTER,BIG BEN ROUND,HC,UNIDADE DE ONCOLOGIA,DEL - LAB. CALIBRAÇÃO,QUIMIOTERAPIA,21/05/2013,8690,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
